Iteration,Accuracy Globale,Accuracy Classe 1,Accuracy Classe 2,Macro Accuracy
1.0,0.9469026548672567,1.0,0.0,0.5
2.0,0.9469026548672567,1.0,0.0,0.5
3.0,0.9557522123893806,1.0,0.0,0.5
4.0,0.9469026548672567,1.0,0.0,0.5
5.0,0.9292035398230089,1.0,0.0,0.5
6.0,1.0,1.0,0.0,0.5
7.0,0.9380530973451328,1.0,0.0,0.5
8.0,0.9469026548672567,1.0,0.0,0.5
9.0,0.9292035398230089,1.0,0.0,0.5
10.0,0.9823008849557522,1.0,0.0,0.5
11.0,0.9911504424778761,1.0,0.0,0.5
12.0,0.8938053097345132,0.9805825242718447,0.0,0.49029126213592233
13.0,0.9469026548672567,1.0,0.0,0.5
14.0,0.9646017699115044,1.0,0.0,0.5
15.0,0.9469026548672567,1.0,0.0,0.5
16.0,0.9646017699115044,1.0,0.0,0.5
17.0,0.9469026548672567,1.0,0.0,0.5
18.0,0.9292035398230089,1.0,0.0,0.5
19.0,0.9469026548672567,1.0,0.0,0.5
20.0,0.9557522123893806,1.0,0.0,0.5
Mean,0.9504424778761061,0.9990291262135923,0.0,0.49951456310679615
,,,,
1.0,0.8672566371681416,0.8785046728971962,0.6666666666666666,0.7725856697819314
2.0,0.8672566371681416,0.8598130841121495,1.0,0.9299065420560748
3.0,0.8938053097345132,0.8888888888888888,1.0,0.9444444444444444
4.0,0.9203539823008849,0.9252336448598131,0.8333333333333334,0.8792834890965733
5.0,0.7964601769911505,0.780952380952381,1.0,0.8904761904761904
6.0,0.911504424778761,0.911504424778761,0.0,0.4557522123893805
7.0,0.9026548672566371,0.9150943396226415,0.7142857142857143,0.8146900269541779
8.0,0.8761061946902655,0.8691588785046729,1.0,0.9345794392523364
9.0,0.9203539823008849,0.9238095238095239,0.875,0.8994047619047619
10.0,0.8495575221238938,0.8558558558558559,0.5,0.677927927927928
11.0,0.8761061946902655,0.875,1.0,0.9375
12.0,0.9203539823008849,0.970873786407767,0.4,0.6854368932038835
13.0,0.9203539823008849,0.9158878504672897,1.0,0.9579439252336448
14.0,0.8672566371681416,0.8623853211009175,1.0,0.9311926605504588
15.0,0.8672566371681416,0.8598130841121495,1.0,0.9299065420560748
16.0,0.8495575221238938,0.8532110091743119,0.75,0.801605504587156
17.0,0.7876106194690266,0.7757009345794392,1.0,0.8878504672897196
18.0,0.8141592920353983,0.8285714285714286,0.625,0.7267857142857144
19.0,0.9026548672566371,0.9065420560747663,0.8333333333333334,0.8699376947040498
20.0,0.911504424778761,0.9351851851851852,0.4,0.6675925925925926
Mean,0.8761061946902655,0.8795993174977571,0.7798809523809525,0.8297401349393546
